"STATION"    , "DATE"               , "REPORT_TYPE", "SOURCE", "AWND", "BackupDirection", "BackupDistance", "BackupDistanceUnit", "BackupElements", "BackupElevation", "BackupElevationUnit", "BackupEquipment", "BackupLatitude", "BackupLongitude", "BackupName", "CDSD", "CLDD", "DSNW", "DYHF", "DYTS", "DailyAverageDewPointTemperature", "DailyAverageDryBulbTemperature", "DailyAverageRelativeHumidity", "DailyAverageSeaLevelPressure", "DailyAverageStationPressure", "DailyAverageWetBulbTemperature", "DailyAverageWindSpeed", "DailyCoolingDegreeDays", "DailyDepartureFromNormalAverageTemperature", "DailyHeatingDegreeDays", "DailyMaximumDryBulbTemperature", "DailyMinimumDryBulbTemperature", "DailyPeakWindDirection", "DailyPeakWindSpeed", "DailyPrecipitation", "DailySnowDepth", "DailySnowfall", "DailySustainedWindDirection", "DailySustainedWindSpeed", "DailyWeather" , "HDSD", "HTDD", "HourlyAltimeterSetting", "HourlyDewPointTemperature", "HourlyDryBulbTemperature", "HourlyPrecipitation", "HourlyPresentWeatherType"         , "HourlyPressureChange", "HourlyPressureTendency", "HourlyRelativeHumidity", "HourlySeaLevelPressure", "HourlySkyConditions"             , "HourlyStationPressure", "HourlyVisibility", "HourlyWetBulbTemperature", "HourlyWindDirection", "HourlyWindGustSpeed", "HourlyWindSpeed", "MonthlyAverageRH", "MonthlyDaysWithGT001Precip", "MonthlyDaysWithGT010Precip", "MonthlyDaysWithGT32Temp", "MonthlyDaysWithGT90Temp", "MonthlyDaysWithLT0Temp", "MonthlyDaysWithLT32Temp", "MonthlyDepartureFromNormalAverageTemperature", "MonthlyDepartureFromNormalCoolingDegreeDays", "MonthlyDepartureFromNormalHeatingDegreeDays", "MonthlyDepartureFromNormalMaximumTemperature", "MonthlyDepartureFromNormalMinimumTemperature", "MonthlyDepartureFromNormalPrecipitation", "MonthlyDewpointTemperature", "MonthlyGreatestPrecip", "MonthlyGreatestPrecipDate", "MonthlyGreatestSnowDepth", "MonthlyGreatestSnowDepthDate", "MonthlyGreatestSnowfall", "MonthlyGreatestSnowfallDate", "MonthlyMaxSeaLevelPressureValue", "MonthlyMaxSeaLevelPressureValueDate", "MonthlyMaxSeaLevelPressureValueTime", "MonthlyMaximumTemperature", "MonthlyMeanTemperature", "MonthlyMinSeaLevelPressureValue", "MonthlyMinSeaLevelPressureValueDate", "MonthlyMinSeaLevelPressureValueTime", "MonthlyMinimumTemperature", "MonthlySeaLevelPressure", "MonthlyStationPressure", "MonthlyTotalLiquidPrecipitation", "MonthlyTotalSnowfall", "MonthlyWetBulb", "NormalsCoolingDegreeDay", "NormalsHeatingDegreeDay", "REM"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , "REPORT_TYPE", "SOURCE", "ShortDurationEndDate005", "ShortDurationEndDate010", "ShortDurationEndDate015", "ShortDurationEndDate020", "ShortDurationEndDate030", "ShortDurationEndDate045", "ShortDurationEndDate060", "ShortDurationEndDate080", "ShortDurationEndDate100", "ShortDurationEndDate120", "ShortDurationEndDate150", "ShortDurationEndDate180", "ShortDurationPrecipitationValue005", "ShortDurationPrecipitationValue010", "ShortDurationPrecipitationValue015", "ShortDurationPrecipitationValue020", "ShortDurationPrecipitationValue030", "ShortDurationPrecipitationValue045", "ShortDurationPrecipitationValue060", "ShortDurationPrecipitationValue080", "ShortDurationPrecipitationValue100", "ShortDurationPrecipitationValue120", "ShortDurationPrecipitationValue150", "ShortDurationPrecipitationValue180", "Sunrise", "Sunset", "WindEquipmentChangeDate"
"72534014819", "2019-03-17T21:00:00", "FM-12"      , "4"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       ,                         , "20"                       , "36"                      ,                      ,                                    , "-0.02"               , "1"                     , "52"                    , "30.30"                 , "57"                              , "29.61"                , "9.94"            , "30"                      , "150"                ,                      , "5"              ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "SYN06472534 32766 61504 10022 21067 30028 40262 51008 90253 555 91803="                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , "FM-12"      , "4"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-17T21:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.29"                 , "21"                       , "35"                      , "0.00"               ,                                    ,                       ,                         , "57"                    , "30.32"                 , "BKN:07 60"                       , "29.62"                , "10.00"           , "30"                      , "200"                ,                      , "3"              ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET09603/17/19 21:53:02 METAR KMDW 180353Z 20003KT 10SM BKN060 02/M06 A3029 RMK AO2 SLP267 T00171061 $"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-17T22:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.30"                 , "22"                       , "35"                      , "0.00"               ,                                    ,                       ,                         , "59"                    , "30.32"                 , "BKN:07 60"                       , "29.63"                , "10.00"           , "30"                      , "000"                ,                      , "0"              ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET09603/17/19 22:53:02 METAR KMDW 180453Z 00000KT 10SM BKN060 02/M06 A3030 RMK AO2 SLP269 T00171056 $"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-17T23:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.30"                 , "22"                       , "35"                      , "0.00"               ,                                    , "-0.03"               , "1"                     , "59"                    , "30.33"                 , "FEW:02 60"                       , "29.63"                , "10.00"           , "30"                      , "300"                ,                      , "9"              ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET12403/17/19 23:53:02 METAR KMDW 180553Z 30008KT 10SM FEW060 02/M06 A3030 RMK AO2 SLP270 T00171056 10044 20011 400721017 51009 $"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-17T23:59:00", "SOD  "      , "6"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  , "37"                            ,                               ,                               , "29.59"                      ,                                 , "7.1"                  , "0"                     ,                                             , "28"                    , "45"                            , "29"                            , "260"                   , "30"                , "0.00"              ,                 ,                , "340"                        , "18"                     ,                ,       ,       ,                         ,                            ,                           ,                      ,                                    ,                       ,                         ,                         ,                         ,                                   ,                        ,                   ,                           ,                      ,                      ,                  ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "SOD73024 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):45 24 HR MAX TEMP TIME (LST):1507 24 HR MIN TEMP (F):29 24 HR MIN TEMP TIME (LST):0115 AVERAGE STATION PRESSURE:29.585 MINIMUM SEA LEVEL PRESSURE:30.23 TIME OF OCCURRENCE:1353 PEAK WIND SPEED (MPH):30  PEAK WIND DIR (DEG):260 PEAK WIND TIME (LST):1248  FASTEST 2MIN SPEED (MPH):18 FASTEST 2MIN DIR (DEG):340 FASTEST 2MIN TIME (LST):1540 AVERAGE WIND SPEED (MPH):7.1  24 HR AVG TEMP (F):37 HEATING DEGREE DAYS:28  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):45  LATEST NIGHT MIN TEMP(1900-0800 LST):29 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"                                                               , "SOD  "      , "6"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     , "0600"   , "1800"  , "2007-06-13"
"72534014819", "2019-03-18T00:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.31"                 , "25"                       , "33"                      , "0.00"               ,                                    ,                       ,                         , "72"                    , "30.33"                 , "CLR:00"                          , "29.64"                , "10.00"           , "30"                      , "310"                ,                      , "7"              ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET09903/18/19 00:53:02 METAR KMDW 180653Z 31006KT 10SM CLR 01/M04 A3031 RMK AO2 SLP272 T00061039 $ (GTP)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-18T01:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.32"                 , "25"                       , "32"                      , "0.00"               ,                                    ,                       ,                         , "75"                    , "30.35"                 , "FEW:02 60"                       , "29.65"                , "10.00"           , "29"                      , "310"                ,                      , "7"              ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET10203/18/19 01:53:02 METAR KMDW 180753Z 31006KT 10SM FEW060 00/M04 A3032 RMK AO2 SLP277 T00001039 $ (GTP)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-18T02:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.31"                 , "24"                       , "29"                      , "0.00"               ,                                    , "-0.01"               , "0"                     , "82"                    , "30.34"                 , "FEW:02 60"                       , "29.64"                , "10.00"           , "27"                      , "290"                ,                      , "3"              ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET10903/18/19 02:53:02 METAR KMDW 180853Z 29003KT 10SM FEW060 M02/M04 A3031 RMK AO2 SLP274 T10171044 50003 $ (GTP)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-18T03:00:00", "FM-12"      , "4"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       ,                         , "24"                       , "29"                      ,                      ,                                    , "0.01"                , "9"                     , "82"                    , "30.34"                 , "57"                              , "29.64"                , "9.94"            , "27"                      , "290"                ,                      , "3"              ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "SYN06472534 32766 22903 11017 21044 30038 40274 50003 90853 555 91809="                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , "FM-12"      , "4"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-18T03:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.32"                 , "25"                       , "30"                      , "0.00"               ,                                    ,                       ,                         , "82"                    , "30.35"                 , "BKN:07 55"                       , "29.65"                , "10.00"           , "28"                      , "300"                ,                      , "5"              ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET10303/18/19 03:53:02 METAR KMDW 180953Z 30004KT 10SM BKN055 M01/M04 A3032 RMK AO2 SLP277 T10111039 $ (GTP)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-18T04:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.33"                 , "25"                       , "29"                      , "0.00"               ,                                    ,                       ,                         , "85"                    , "30.36"                 , "FEW:02 55"                       , "29.66"                , "10.00"           , "28"                      , "300"                ,                      , "7"              ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET10303/18/19 04:53:02 METAR KMDW 181053Z 30006KT 10SM FEW055 M02/M04 A3033 RMK AO2 SLP281 T10171039 $ (GTP)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
