"STATION"    , "DATE"               , "REPORT_TYPE", "SOURCE", "AWND", "BackupDirection", "BackupDistance", "BackupDistanceUnit", "BackupElements", "BackupElevation", "BackupElevationUnit", "BackupEquipment", "BackupLatitude", "BackupLongitude", "BackupName", "CDSD", "CLDD", "DSNW", "DYHF", "DYTS", "DailyAverageDewPointTemperature", "DailyAverageDryBulbTemperature", "DailyAverageRelativeHumidity", "DailyAverageSeaLevelPressure", "DailyAverageStationPressure", "DailyAverageWetBulbTemperature", "DailyAverageWindSpeed", "DailyCoolingDegreeDays", "DailyDepartureFromNormalAverageTemperature", "DailyHeatingDegreeDays", "DailyMaximumDryBulbTemperature", "DailyMinimumDryBulbTemperature", "DailyPeakWindDirection", "DailyPeakWindSpeed", "DailyPrecipitation", "DailySnowDepth", "DailySnowfall", "DailySustainedWindDirection", "DailySustainedWindSpeed", "DailyWeather" , "HDSD", "HTDD", "HourlyAltimeterSetting", "HourlyDewPointTemperature", "HourlyDryBulbTemperature", "HourlyPrecipitation", "HourlyPresentWeatherType"         , "HourlyPressureChange", "HourlyPressureTendency", "HourlyRelativeHumidity", "HourlySeaLevelPressure", "HourlySkyConditions"             , "HourlyStationPressure", "HourlyVisibility", "HourlyWetBulbTemperature", "HourlyWindDirection", "HourlyWindGustSpeed", "HourlyWindSpeed", "MonthlyAverageRH", "MonthlyDaysWithGT001Precip", "MonthlyDaysWithGT010Precip", "MonthlyDaysWithGT32Temp", "MonthlyDaysWithGT90Temp", "MonthlyDaysWithLT0Temp", "MonthlyDaysWithLT32Temp", "MonthlyDepartureFromNormalAverageTemperature", "MonthlyDepartureFromNormalCoolingDegreeDays", "MonthlyDepartureFromNormalHeatingDegreeDays", "MonthlyDepartureFromNormalMaximumTemperature", "MonthlyDepartureFromNormalMinimumTemperature", "MonthlyDepartureFromNormalPrecipitation", "MonthlyDewpointTemperature", "MonthlyGreatestPrecip", "MonthlyGreatestPrecipDate", "MonthlyGreatestSnowDepth", "MonthlyGreatestSnowDepthDate", "MonthlyGreatestSnowfall", "MonthlyGreatestSnowfallDate", "MonthlyMaxSeaLevelPressureValue", "MonthlyMaxSeaLevelPressureValueDate", "MonthlyMaxSeaLevelPressureValueTime", "MonthlyMaximumTemperature", "MonthlyMeanTemperature", "MonthlyMinSeaLevelPressureValue", "MonthlyMinSeaLevelPressureValueDate", "MonthlyMinSeaLevelPressureValueTime", "MonthlyMinimumTemperature", "MonthlySeaLevelPressure", "MonthlyStationPressure", "MonthlyTotalLiquidPrecipitation", "MonthlyTotalSnowfall", "MonthlyWetBulb", "NormalsCoolingDegreeDay", "NormalsHeatingDegreeDay", "REM"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , "REPORT_TYPE", "SOURCE", "ShortDurationEndDate005", "ShortDurationEndDate010", "ShortDurationEndDate015", "ShortDurationEndDate020", "ShortDurationEndDate030", "ShortDurationEndDate045", "ShortDurationEndDate060", "ShortDurationEndDate080", "ShortDurationEndDate100", "ShortDurationEndDate120", "ShortDurationEndDate150", "ShortDurationEndDate180", "ShortDurationPrecipitationValue005", "ShortDurationPrecipitationValue010", "ShortDurationPrecipitationValue015", "ShortDurationPrecipitationValue020", "ShortDurationPrecipitationValue030", "ShortDurationPrecipitationValue045", "ShortDurationPrecipitationValue060", "ShortDurationPrecipitationValue080", "ShortDurationPrecipitationValue100", "ShortDurationPrecipitationValue120", "ShortDurationPrecipitationValue150", "ShortDurationPrecipitationValue180", "Sunrise", "Sunset", "WindEquipmentChangeDate"
"72534014819", "2019-03-03T21:00:00", "FM-12"      , "4"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       ,                         , "-3"                       , "11"                      ,                      ,                                    , "-0.04"               , "1"                     , "53"                    , "30.26"                 ,                                   , "29.53"                , "9.94"            , "8"                       , "300"                ,                      , "15"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "SYN06472534 32966 03013 11117 21194 30001 40248 51014 90253 555 90403="                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , "FM-12"      , "4"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-03T21:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.21"                 , "-4"                       , "9"                       , "0.00"               ,                                    ,                       ,                         , "55"                    , "30.27"                 , "CLR:00"                          , "29.54"                , "10.00"           , "7"                       , "280"                ,                      , "10"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET09203/03/19 21:53:01 METAR KMDW 040353Z 28009KT 10SM CLR M13/M20 A3021 RMK AO2 SLP252 T11281200"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-03T22:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.22"                 , "-6"                       , "8"                       , "0.00"               ,                                    ,                       ,                         , "52"                    , "30.28"                 , "CLR:00"                          , "29.55"                , "10.00"           , "6"                       , "290"                ,                      , "14"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET09203/03/19 22:53:02 METAR KMDW 040453Z 29012KT 10SM CLR M13/M21 A3022 RMK AO2 SLP254 T11331211"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-03T23:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.22"                 , "-6"                       , "6"                       , "0.00"               ,                                    , "-0.01"               , "0"                     , "57"                    , "30.28"                 , "CLR:00"                          , "29.55"                , "10.00"           , "4"                       , "280"                ,                      , "15"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET12003/03/19 23:53:02 METAR KMDW 040553Z 28013KT 10SM CLR M14/M21 A3022 RMK AO2 SLP253 T11441211 11078 21144 410221144 50004"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-03T23:59:00", "SOD  "      , "6"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  , "17"                            ,                               ,                               , "29.53"                      ,                                 , "11.9"                 , "0"                     ,                                             , "48"                    , "28"                            , "6"                             , "360"                   , "26"                , "0.00"              ,                 ,                , "360"                        , "21"                     ,                ,       ,       ,                         ,                            ,                           ,                      ,                                    ,                       ,                         ,                         ,                         ,                                   ,                        ,                   ,                           ,                      ,                      ,                  ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "SOD73024 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):28 24 HR MAX TEMP TIME (LST):0051 24 HR MIN TEMP (F):6  24 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE:29.530 MINIMUM SEA LEVEL PRESSURE:30.20 TIME OF OCCURRENCE:1719 PEAK WIND SPEED (MPH):26  PEAK WIND DIR (DEG):360 PEAK WIND TIME (LST):0533  FASTEST 2MIN SPEED (MPH):21 FASTEST 2MIN DIR (DEG):360 FASTEST 2MIN TIME (LST):0538 AVERAGE WIND SPEED (MPH):11.9 24 HR AVG TEMP (F):17 HEATING DEGREE DAYS:48  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):24  LATEST NIGHT MIN TEMP(1900-0800 LST):20 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"                                                               , "SOD  "      , "6"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     , "0623"   , "1744"  , "2007-06-13"
"72534014819", "2019-03-04T00:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.22"                 , "-8"                       , "4"                       , "0.00"               ,                                    ,                       ,                         , "57"                    , "30.28"                 , "CLR:00"                          , "29.55"                , "10.00"           , "2"                       , "290"                ,                      , "11"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET09803/04/19 00:53:02 METAR KMDW 040653Z 29010KT 10SM CLR M16/M22 A3022 RMK AO2 SLP255 T11561222 (GTP)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-04T01:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.21"                 , "-9"                       , "2"                       , "0.00"               ,                                    ,                       ,                         , "59"                    , "30.28"                 , "CLR:00"                          , "29.54"                , "10.00"           , "0"                       , "300"                ,                      , "13"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET09803/04/19 01:53:02 METAR KMDW 040753Z 30011KT 10SM CLR M17/M23 A3021 RMK AO2 SLP253 T11671228 (GTP)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-04T02:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.21"                 , "-10"                      , "0"                       , "0.00"               ,                                    , "+0.01"               , "8"                     , "62"                    , "30.28"                 , "CLR:00"                          , "29.54"                , "10.00"           , "-1"                      , "310"                ,                      , "13"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET10403/04/19 02:53:02 METAR KMDW 040853Z 31011KT 10SM CLR M18/M23 A3021 RMK AO2 SLP253 T11781233 58002 (GTP)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-04T03:00:00", "FM-12"      , "4"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       ,                         , "-10"                      , "0"                       ,                      ,                                    , "+0.01"               , "8"                     , "62"                    , "30.28"                 ,                                   , "29.54"                , "9.94"            , "-1"                      , "310"                ,                      , "13"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "SYN06472534 32966 03111 11178 21233 30004 40253 58002 90853 555 90409="                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , "FM-12"      , "4"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-04T03:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.22"                 , "-11"                      , "-1"                      , "0.00"               ,                                    ,                       ,                         , "62"                    , "30.28"                 , "CLR:00"                          , "29.55"                , "10.00"           , "-2"                      , "300"                ,                      , "14"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET09803/04/19 03:53:02 METAR KMDW 040953Z 30012KT 10SM CLR M18/M24 A3022 RMK AO2 SLP255 T11831239 (GTP)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
"72534014819", "2019-03-04T04:53:00", "FM-15"      , "7"     ,       ,                  ,                 ,                     ,                 ,                  ,                      ,                  ,                 ,                  ,             ,       ,       ,       ,       ,       ,                                  ,                                 ,                               ,                               ,                              ,                                 ,                        ,                         ,                                             ,                         ,                                 ,                                 ,                         ,                     ,                     ,                 ,                ,                              ,                          ,                ,       ,       , "30.23"                 , "-11"                      , "-1"                      , "0.00"               ,                                    ,                       ,                         , "62"                    , "30.29"                 , "FEW:02 18"                       , "29.56"                , "10.00"           , "-2"                      , "270"                ,                      , "14"             ,                   ,                             ,                             ,                          ,                          ,                         ,                          ,                                               ,                                              ,                                              ,                                               ,                                               ,                                          ,                             ,                        ,                            ,                           ,                               ,                          ,                              ,                                  ,                                      ,                                      ,                            ,                         ,                                  ,                                      ,                                      ,                            ,                          ,                         ,                                  ,                       ,                 ,                          ,                          , "MET10103/04/19 04:53:02 METAR KMDW 041053Z 27012KT 10SM FEW018 M18/M24 A3023 RMK AO2 SLP259 T11831239 (GTP)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , "FM-15"      , "7"     ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                          ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,                                     ,          ,         , "2007-06-13"
